ID,probability
TEST_00000,0.014649129215626359
TEST_00001,0.01773809862082271
TEST_00002,0.1503748559221937
TEST_00003,0.11746061511133683
TEST_00004,0.4863897036212846
TEST_00005,0.12941344898365315
TEST_00006,0.47042548852489485
TEST_00007,0.42135506369051884
TEST_00008,0.28307029467179573
TEST_00009,0.004856922696787943
TEST_00010,0.06126650268329303
TEST_00011,0.47611686358686817
TEST_00012,0.3705007879450683
TEST_00013,0.4159097156674403
TEST_00014,0.2844804178931554
TEST_00015,0.009705031031230422
TEST_00016,0.25948817755551046
TEST_00017,0.3901009121165176
TEST_00018,0.23239847139420114
TEST_00019,0.5999439221050283
TEST_00020,0.27415124410766856
TEST_00021,0.3899494248537278
TEST_00022,0.27727474753459047
TEST_00023,0.21533521687325521
TEST_00024,0.3856476932720648
TEST_00025,0.005243257227643972
TEST_00026,0.1333971287307978
TEST_00027,0.47012484227785684
TEST_00028,0.17843929263454894
TEST_00029,0.1800093987837166
TEST_00030,0.4472092489136319
TEST_00031,0.18054834451803334
TEST_00032,0.174242338012053
TEST_00033,0.1912398570699799
TEST_00034,0.3822970508907619
TEST_00035,0.007968260441071018
TEST_00036,0.137005284232699
TEST_00037,0.3301682798747432
TEST_00038,0.23824761393231733
TEST_00039,0.007526209301763246
TEST_00040,0.18793595393390858
TEST_00041,0.15426491667138065
TEST_00042,0.2996855982866551
TEST_00043,0.29430108862020954
TEST_00044,0.3102000445007211
TEST_00045,0.49721543341234264
TEST_00046,0.4922648923836266
TEST_00047,0.2458753673817605
TEST_00048,0.150218889591494
TEST_00049,0.38155360625697415
TEST_00050,0.2666263292594499
TEST_00051,0.16175160183226836
TEST_00052,0.13095110537205604
TEST_00053,0.5059541420955876
TEST_00054,0.004895127003035733
TEST_00055,0.4264159266207423
TEST_00056,0.30299435490101256
TEST_00057,0.21795685344814753
TEST_00058,0.4853354028933845
TEST_00059,0.22606814879572124
TEST_00060,0.011729247908457323
TEST_00061,0.1957279655495585
TEST_00062,0.3541596377912855
TEST_00063,0.34173243058619357
TEST_00064,0.18895291687161397
TEST_00065,0.006964510698833532
TEST_00066,0.27946757161615127
TEST_00067,0.21240998621425802
TEST_00068,0.2793068774273096
TEST_00069,0.4789150925034395
TEST_00070,0.372782612100415
TEST_00071,0.36175489401671374
TEST_00072,0.21725678927192668
TEST_00073,0.24872446926884795
TEST_00074,0.1486139711255463
TEST_00075,0.2210116014275657
TEST_00076,0.03906402507518379
TEST_00077,0.005854814616493673
TEST_00078,0.12616722870635858
TEST_00079,0.2092248590863793
TEST_00080,0.3392207652445985
TEST_00081,0.004325377258393601
TEST_00082,0.22277903243938454
TEST_00083,0.17021046618162727
TEST_00084,0.395478385938598
TEST_00085,0.35335583434285917
TEST_00086,0.004514610782132674
TEST_00087,0.38350605787706166
TEST_00088,0.12184423358628542
TEST_00089,0.39293936282247516
TEST_00090,0.2354503256186801
TEST_00091,0.10501637324742025
TEST_00092,0.4264500875818125
TEST_00093,0.5146750272742026
TEST_00094,0.002904603289941226
TEST_00095,0.004821262938435755
TEST_00096,0.4582225788468166
TEST_00097,0.11639141281704228
TEST_00098,0.3855100777959022
TEST_00099,0.26790601084635157
TEST_00100,0.13104940529264483
TEST_00101,0.17952773214441667
TEST_00102,0.36715925621118295
TEST_00103,0.2826048448819567
TEST_00104,0.3594574042481797
TEST_00105,0.47933142808188584
TEST_00106,0.25575454904692074
TEST_00107,0.00436822247915837
TEST_00108,0.3419655950995944
TEST_00109,0.00489991914544804
TEST_00110,0.397971371033762
TEST_00111,0.39749368837063254
TEST_00112,0.03955006109097038
TEST_00113,0.37810764161297755
TEST_00114,0.18616035951594131
TEST_00115,0.4045046032535555
TEST_00116,0.011137222542550514
TEST_00117,0.46199856571534387
TEST_00118,0.3486728759825201
TEST_00119,0.14821267514928063
TEST_00120,0.005393163724576588
TEST_00121,0.002453833564634193
TEST_00122,0.3156507412031109
TEST_00123,0.4626630599517844
TEST_00124,0.39500996501399327
TEST_00125,0.2515197757253455
TEST_00126,0.009743079177555321
TEST_00127,0.09904206398401809
TEST_00128,0.28631806980845903
TEST_00129,0.37900518357922053
TEST_00130,0.24429579372270074
TEST_00131,0.3929279118007725
TEST_00132,0.001868239900352485
TEST_00133,0.24980222015167683
TEST_00134,0.35857305210697804
TEST_00135,0.0025527211870675823
TEST_00136,0.20204299268531675
TEST_00137,0.228325756949187
TEST_00138,0.08574839240698091
TEST_00139,0.2707801099592434
TEST_00140,0.030468216746281224
TEST_00141,0.005935801889613239
TEST_00142,0.3037580478563657
TEST_00143,0.004678041846611905
TEST_00144,0.15281452799815326
TEST_00145,0.4977333840854678
TEST_00146,0.20480300245425695
TEST_00147,0.215368511828389
TEST_00148,0.23160821420580732
TEST_00149,0.3902029950516299
TEST_00150,0.003462915420355624
TEST_00151,0.004273356481984079
TEST_00152,0.42134958362810176
TEST_00153,0.32366887481601375
TEST_00154,0.043622468706695706
TEST_00155,0.24116322999350318
TEST_00156,0.35388192653709094
TEST_00157,0.3524827700348608
TEST_00158,0.3967438511784683
TEST_00159,0.31683868497178586
TEST_00160,0.40836552736442755
TEST_00161,0.44443171753104854
TEST_00162,0.3132787235797857
TEST_00163,0.009427259483090356
TEST_00164,0.5158150175681661
TEST_00165,0.21578086263745602
TEST_00166,0.34764431581771255
TEST_00167,0.20967002539099341
TEST_00168,0.3643460378912442
TEST_00169,0.1937476564053752
TEST_00170,0.2337347862120672
TEST_00171,0.2343552258321896
TEST_00172,0.24399953177277503
TEST_00173,0.24835338630335926
TEST_00174,0.1504673163934588
TEST_00175,0.2902961642206124
TEST_00176,0.3972659260100611
TEST_00177,0.20990170827375212
TEST_00178,0.33691100533549995
TEST_00179,0.33461365502142454
TEST_00180,0.33386066516956614
TEST_00181,0.43344737421169616
TEST_00182,0.1605871028240998
TEST_00183,0.5178737455898208
TEST_00184,0.11877958325104976
TEST_00185,0.21881409545498923
TEST_00186,0.3400023598029622
TEST_00187,0.24545788181199749
TEST_00188,0.33681924745670405
TEST_00189,0.2883804559842645
TEST_00190,0.45583268262376303
TEST_00191,0.23348723774214544
TEST_00192,0.2921282367423906
TEST_00193,0.0964423077166132
TEST_00194,0.5489637501375099
TEST_00195,0.3700049333542128
TEST_00196,0.4420733357672299
TEST_00197,0.2757421120955341
TEST_00198,0.24218620810866
TEST_00199,0.30284277959233014
TEST_00200,0.3809783140797081
TEST_00201,0.43211950903220314
TEST_00202,0.264104835462954
TEST_00203,0.30402719634812087
TEST_00204,0.0036423390976516867
TEST_00205,0.12620201183459281
TEST_00206,0.008446869347010418
TEST_00207,0.2672527520323895
TEST_00208,0.2359033842568703
TEST_00209,0.2784294915396455
TEST_00210,0.43455183500501354
TEST_00211,0.15172046842187648
TEST_00212,0.19497334763972032
TEST_00213,0.14796794591835352
TEST_00214,0.35224528276046074
TEST_00215,0.29589558556105366
TEST_00216,0.3542505338215351
TEST_00217,0.2817156403262266
TEST_00218,0.5276698806502579
TEST_00219,0.19105008507597207
TEST_00220,0.5686391499973077
TEST_00221,0.39179847593719574
TEST_00222,0.11756014190466367
TEST_00223,0.2806632842670875
TEST_00224,0.1357195545426654
TEST_00225,0.31564033888411236
TEST_00226,0.2246711353709745
TEST_00227,0.3173217855444897
TEST_00228,0.0045557940040048366
TEST_00229,0.3051857259570561
TEST_00230,0.27949991173406447
TEST_00231,0.3576374493092447
TEST_00232,0.23320624711910434
TEST_00233,0.3238266335422246
TEST_00234,0.3691817781594424
TEST_00235,0.4362772204961966
TEST_00236,0.3355537714264741
TEST_00237,0.01263074163203133
TEST_00238,0.0023981563000983652
TEST_00239,0.3826225677672972
TEST_00240,0.2889705420363226
TEST_00241,0.41576958239992085
TEST_00242,0.29613802110409754
TEST_00243,0.21351218500116564
TEST_00244,0.004748050237227319
TEST_00245,0.4960744293558228
TEST_00246,0.36316934705549314
TEST_00247,0.12697438104807046
TEST_00248,0.3807943222373064
TEST_00249,0.46382277578100356
TEST_00250,0.2284890833230033
TEST_00251,0.005545930851702796
TEST_00252,0.430472517319567
TEST_00253,0.03672481851892042
TEST_00254,0.34176725063738295
TEST_00255,0.5178945483882469
TEST_00256,0.322854252510224
TEST_00257,0.3560142294095017
TEST_00258,0.42213332004341275
TEST_00259,0.4743313781038578
TEST_00260,0.009822227568423995
TEST_00261,0.006912376096856032
TEST_00262,0.009644006964243237
TEST_00263,0.48995280540091457
TEST_00264,0.23467575778110186
TEST_00265,0.3229693429382292
TEST_00266,0.1848372453584185
TEST_00267,0.004132665252983035
TEST_00268,0.2757972703240233
TEST_00269,0.32070226345044434
TEST_00270,0.16473742580345097
TEST_00271,0.006585311432018567
TEST_00272,0.3033210166954757
TEST_00273,0.25648798302508263
TEST_00274,0.2535118365139677
TEST_00275,0.0703894122102217
TEST_00276,0.006201869488232456
TEST_00277,0.2737367442292315
TEST_00278,0.35240998635611337
TEST_00279,0.47566607361737856
TEST_00280,0.005090803878332251
TEST_00281,0.15567687122134422
TEST_00282,0.008414271281037281
TEST_00283,0.009036480594080576
TEST_00284,0.3826722968978693
TEST_00285,0.25811390215446806
TEST_00286,0.07329916583242439
TEST_00287,0.49388213849474333
TEST_00288,0.008115986401109356
TEST_00289,0.36839010131850963
TEST_00290,0.17729983558255982
TEST_00291,0.29075461259272134
TEST_00292,0.44078248886834565
TEST_00293,0.011802069991448194
TEST_00294,0.5086177053836042
TEST_00295,0.3031008432730669
TEST_00296,0.054902312477377056
TEST_00297,0.00284424025936502
TEST_00298,0.5104972312968098
TEST_00299,0.3472831195677781
TEST_00300,0.15471561617285434
TEST_00301,0.4400140156442551
TEST_00302,0.260687646106644
TEST_00303,0.31582059063282913
TEST_00304,0.5267860166670745
TEST_00305,0.42766921261728275
TEST_00306,0.2311819169071858
TEST_00307,0.45048709399913633
TEST_00308,0.4400589685115836
TEST_00309,0.43114668410454365
TEST_00310,0.35652906660699885
TEST_00311,0.4140116914705463
TEST_00312,0.1458970489817766
TEST_00313,0.15308905580116403
TEST_00314,0.48062238308575805
TEST_00315,0.32476741241842677
TEST_00316,0.060332621781419925
TEST_00317,0.11285590737152444
TEST_00318,0.002871960330653442
TEST_00319,0.006118279607507244
TEST_00320,0.41245009125947774
TEST_00321,0.21674084205298538
TEST_00322,0.21458195193889387
TEST_00323,0.23814962092657332
TEST_00324,0.2977921362000144
TEST_00325,0.0012928878722659716
TEST_00326,0.3084004173463802
TEST_00327,0.28936200140901497
TEST_00328,0.15899337599587934
TEST_00329,0.30616040056464905
TEST_00330,0.36265922945534657
TEST_00331,0.0030259265140484925
TEST_00332,0.42090258934611074
TEST_00333,0.36084786638380617
TEST_00334,0.4577159587287521
TEST_00335,0.3318115378418596
TEST_00336,0.0067692779000539825
TEST_00337,0.22577842668342415
TEST_00338,0.30339081754492714
TEST_00339,0.3246286515930991
TEST_00340,0.32349088415502
TEST_00341,0.2916809225370052
TEST_00342,0.1637407420608026
TEST_00343,0.07341995010944756
TEST_00344,0.2280641960320747
TEST_00345,0.04490735340341328
TEST_00346,0.3201984474868053
TEST_00347,0.2932496258858768
TEST_00348,0.3860219943597823
TEST_00349,0.31003325967149015
TEST_00350,0.24254818150102128
TEST_00351,0.36678628859778045
TEST_00352,0.014308836399160488
TEST_00353,0.009989741004374114
TEST_00354,0.18894494905134127
TEST_00355,0.3345659011475724
TEST_00356,0.1389139846076309
TEST_00357,0.003871821372549074
TEST_00358,0.006745856389395035
TEST_00359,0.47511921096521986
TEST_00360,0.35691797935714753
TEST_00361,0.20939857972591172
TEST_00362,0.40457688452548624
TEST_00363,0.009164059745933756
TEST_00364,0.3142246667853043
TEST_00365,0.23246188794845524
TEST_00366,0.2978950334088499
TEST_00367,0.22689781202653214
TEST_00368,0.30032677595317253
TEST_00369,0.07405400957309576
TEST_00370,0.007697325396743774
TEST_00371,0.11609634110354135
TEST_00372,0.27854912990022035
TEST_00373,0.46611897162516497
TEST_00374,0.4034153548586949
TEST_00375,0.004425775419808381
TEST_00376,0.00526164534001048
TEST_00377,0.24662120363581275
TEST_00378,0.3159146684213194
TEST_00379,0.16984526559927848
TEST_00380,0.0034392761768385523
TEST_00381,0.46810252232899874
TEST_00382,0.4445595573328676
TEST_00383,0.11703741480565526
TEST_00384,0.36186935776918777
TEST_00385,0.19197779336294787
TEST_00386,0.4822339834723177
TEST_00387,0.2743532003191413
TEST_00388,0.2776670692838263
TEST_00389,0.2074667623925788
TEST_00390,0.4517487661786482
TEST_00391,0.483178671674607
TEST_00392,0.30528248872983615
TEST_00393,0.3141263064373263
TEST_00394,0.13209401413636726
TEST_00395,0.4936173217973152
TEST_00396,0.35694869683798824
TEST_00397,0.0066957704744875154
TEST_00398,0.17517098186328997
TEST_00399,0.0012340667505307663
TEST_00400,0.35575713773629686
TEST_00401,0.0019613653254591606
TEST_00402,0.1278221246908932
TEST_00403,0.03846463259091861
TEST_00404,0.41572625837275723
TEST_00405,0.4842688458414619
TEST_00406,0.10361782313297042
TEST_00407,0.2678011212180571
TEST_00408,0.30675681138718064
TEST_00409,0.12510277538224776
TEST_00410,0.08304419995146399
TEST_00411,0.17863608660405517
TEST_00412,0.13017866326860053
TEST_00413,0.3955673792358856
TEST_00414,0.30424709201768957
TEST_00415,0.22802571860490625
TEST_00416,0.41965725150993644
TEST_00417,0.47390966284887215
TEST_00418,0.483454725737013
TEST_00419,0.11574202278551644
TEST_00420,0.10181286973414168
TEST_00421,0.3346878119602652
