ID,probability
TEST_00000,0.018342500677442048
TEST_00001,0.015802667822885644
TEST_00002,0.16408635631792884
TEST_00003,0.11486063904181887
TEST_00004,0.49730075066752494
TEST_00005,0.1274381042554974
TEST_00006,0.4603259474256085
TEST_00007,0.41619655830336466
TEST_00008,0.3026979001383185
TEST_00009,0.0037147920773429326
TEST_00010,0.06256977806061031
TEST_00011,0.47551568282961804
TEST_00012,0.38345338679027335
TEST_00013,0.4172002991739337
TEST_00014,0.2948596308355084
TEST_00015,0.007748949134237497
TEST_00016,0.2526311156546481
TEST_00017,0.3891302179775665
TEST_00018,0.23375518545320642
TEST_00019,0.5789415448008846
TEST_00020,0.2704002460666749
TEST_00021,0.3998536156895849
TEST_00022,0.2642141547839169
TEST_00023,0.21671242982888694
TEST_00024,0.3916058722294163
TEST_00025,0.00480432730187937
TEST_00026,0.1344371781612281
TEST_00027,0.4713159877985474
TEST_00028,0.16860546193982306
TEST_00029,0.18485696603447632
TEST_00030,0.45060299857771396
TEST_00031,0.18407781647323074
TEST_00032,0.18023990016619615
TEST_00033,0.186432790722431
TEST_00034,0.3867260266813581
TEST_00035,0.008801220693223246
TEST_00036,0.1313031085958676
TEST_00037,0.32659140992826624
TEST_00038,0.24387457519077496
TEST_00039,0.005491414513016349
TEST_00040,0.1869022502993508
TEST_00041,0.15578240617134995
TEST_00042,0.30669527918344947
TEST_00043,0.3065770239463815
TEST_00044,0.3082203163813148
TEST_00045,0.5059857612253352
TEST_00046,0.46390919900696925
TEST_00047,0.2542145507453692
TEST_00048,0.15467184566365413
TEST_00049,0.39346072344907745
TEST_00050,0.2797997152249723
TEST_00051,0.16757793838575433
TEST_00052,0.13637687833898182
TEST_00053,0.5082274802707749
TEST_00054,0.004593368849999614
TEST_00055,0.42576054659555407
TEST_00056,0.295939146889993
TEST_00057,0.21362177269645066
TEST_00058,0.4856777525227465
TEST_00059,0.22375975392413136
TEST_00060,0.007435681076157367
TEST_00061,0.18816125328373948
TEST_00062,0.3643762218189425
TEST_00063,0.34068340207056985
TEST_00064,0.1860638157402795
TEST_00065,0.008043388477585406
TEST_00066,0.28484257873180874
TEST_00067,0.21540383455358247
TEST_00068,0.27892948230345066
TEST_00069,0.47589557594348747
TEST_00070,0.3684563446851728
TEST_00071,0.3867105125149251
TEST_00072,0.21160962627240318
TEST_00073,0.24598997548493062
TEST_00074,0.1499322839826188
TEST_00075,0.2261993304820459
TEST_00076,0.04469721545890686
TEST_00077,0.008011533336749381
TEST_00078,0.12444712117631156
TEST_00079,0.2090823921552325
TEST_00080,0.3455745485892106
TEST_00081,0.006354700830379578
TEST_00082,0.22351398644252593
TEST_00083,0.16905233052130542
TEST_00084,0.405751578398797
TEST_00085,0.35800337479262906
TEST_00086,0.004491985623547907
TEST_00087,0.38148505814370487
TEST_00088,0.11858007328479721
TEST_00089,0.39582614828148427
TEST_00090,0.2244771321313076
TEST_00091,0.10088825809748847
TEST_00092,0.4440346614385467
TEST_00093,0.5102158418778574
TEST_00094,0.004861692301017798
TEST_00095,0.004415803105776026
TEST_00096,0.4462045507024725
