ID,probability
TEST_00000,0.0014753645518794656
TEST_00001,0.02120540477335453
TEST_00002,0.14319464564323425
TEST_00003,0.11317615211009979
TEST_00004,0.5180205702781677
TEST_00005,0.14986562728881836
TEST_00006,0.45764151215553284
TEST_00007,0.37293219566345215
TEST_00008,0.3134700655937195
TEST_00009,0.0015648575499653816
TEST_00010,0.06348472088575363
TEST_00011,0.4757506251335144
TEST_00012,0.37474942207336426
TEST_00013,0.36996421217918396
TEST_00014,0.3154001235961914
TEST_00015,0.005924535449594259
TEST_00016,0.2513245940208435
TEST_00017,0.3998400866985321
TEST_00018,0.23193134367465973
TEST_00019,0.5822384357452393
TEST_00020,0.2662891149520874
TEST_00021,0.39036253094673157
TEST_00022,0.25091928243637085
TEST_00023,0.23160164058208466
TEST_00024,0.38935163617134094
TEST_00025,0.0025497882161289454
TEST_00026,0.19265404343605042
TEST_00027,0.49833303689956665
TEST_00028,0.14823868870735168
TEST_00029,0.18768581748008728
TEST_00030,0.4413014054298401
TEST_00031,0.1794028878211975
TEST_00032,0.17400765419006348
TEST_00033,0.20429998636245728
TEST_00034,0.4061204195022583
TEST_00035,0.0016283716540783644
TEST_00036,0.12751299142837524
TEST_00037,0.3054419755935669
TEST_00038,0.28059056401252747
TEST_00039,0.006065742112696171
TEST_00040,0.1967226266860962
TEST_00041,0.17104780673980713
TEST_00042,0.32420626282691956
TEST_00043,0.32457202672958374
TEST_00044,0.2632547616958618
TEST_00045,0.496481329202652
TEST_00046,0.5197025537490845
TEST_00047,0.17109234631061554
TEST_00048,0.1740589588880539
TEST_00049,0.3694824278354645
TEST_00050,0.28749579191207886
TEST_00051,0.2176056206226349
TEST_00052,0.14132808148860931
TEST_00053,0.5829793214797974
TEST_00054,0.0010776645503938198
TEST_00055,0.40933024883270264
TEST_00056,0.30202382802963257
TEST_00057,0.21535074710845947
TEST_00058,0.5002906322479248
TEST_00059,0.29611384868621826
TEST_00060,0.004349753260612488
TEST_00061,0.1831408441066742
TEST_00062,0.34525570273399353
TEST_00063,0.32238876819610596
TEST_00064,0.18030083179473877
TEST_00065,0.0016623771516606212
TEST_00066,0.2770376205444336
TEST_00067,0.22589117288589478
TEST_00068,0.29087525606155396
TEST_00069,0.477871298789978
TEST_00070,0.37528908252716064
TEST_00071,0.35067683458328247
TEST_00072,0.21471725404262543
TEST_00073,0.3170113265514374
TEST_00074,0.16768106818199158
TEST_00075,0.17697596549987793
TEST_00076,0.010149070993065834
TEST_00077,0.0038204193115234375
TEST_00078,0.1372949331998825
TEST_00079,0.1603851616382599
TEST_00080,0.2924884259700775
TEST_00081,0.002371219452470541
TEST_00082,0.23152250051498413
TEST_00083,0.13339075446128845
TEST_00084,0.4501412808895111
TEST_00085,0.37726426124572754
TEST_00086,0.001918479916639626
TEST_00087,0.40533357858657837
TEST_00088,0.10267745703458786
TEST_00089,0.3903793692588806
TEST_00090,0.2581600546836853
TEST_00091,0.10168493539094925
TEST_00092,0.3530210852622986
TEST_00093,0.5459567308425903
TEST_00094,0.000764609663747251
TEST_00095,0.0022912262938916683
TEST_00096,0.49361589550971985
TEST_00097,0.12828698754310608
TEST_00098,0.39942219853401184
TEST_00099,0.24205708503723145
TEST_00100,0.14165963232517242
TEST_00101,0.17277777194976807
TEST_00102,0.4119322597980499
TEST_00103,0.24084842205047607
TEST_00104,0.394947350025177
TEST_00105,0.4797351062297821
TEST_00106,0.21804413199424744
TEST_00107,0.0013656758237630129
TEST_00108,0.35837531089782715
TEST_00109,0.0012781261466443539
TEST_00110,0.3815329670906067
TEST_00111,0.3524340093135834
TEST_00112,0.014720410108566284
TEST_00113,0.380967378616333
TEST_00114,0.23772525787353516
TEST_00115,0.3441694676876068
TEST_00116,0.003114934777840972
TEST_00117,0.4563324451446533
TEST_00118,0.3845202624797821
TEST_00119,0.14815905690193176
TEST_00120,0.0016875434666872025
TEST_00121,0.0014032803010195494
TEST_00122,0.2993665933609009
TEST_00123,0.4845733344554901
TEST_00124,0.3948271870613098
TEST_00125,0.284417986869812
TEST_00126,0.002398387063294649
TEST_00127,0.04741254448890686
TEST_00128,0.2540944814682007
TEST_00129,0.41411176323890686
TEST_00130,0.24350224435329437
TEST_00131,0.396230548620224
TEST_00132,0.0013138721697032452
TEST_00133,0.28068748116493225
TEST_00134,0.3988087773323059
TEST_00135,0.0015788166783750057
TEST_00136,0.1660168170928955
TEST_00137,0.23667354881763458
TEST_00138,0.08486846089363098
TEST_00139,0.26790323853492737
TEST_00140,0.015190733596682549
TEST_00141,0.0017526372103020549
TEST_00142,0.3274605870246887
TEST_00143,0.003962032496929169
TEST_00144,0.155814066529274
TEST_00145,0.49457359313964844
TEST_00146,0.17895138263702393
TEST_00147,0.21929249167442322
TEST_00148,0.24353618919849396
TEST_00149,0.3600017726421356
TEST_00150,0.0019324732711538672
TEST_00151,0.0006396046373993158
TEST_00152,0.42893916368484497
TEST_00153,0.3158879280090332
TEST_00154,0.026825513690710068
TEST_00155,0.21911673247814178
TEST_00156,0.39379823207855225
TEST_00157,0.37381741404533386
TEST_00158,0.391171395778656
TEST_00159,0.32248884439468384
TEST_00160,0.43459847569465637
TEST_00161,0.5061667561531067
TEST_00162,0.32886558771133423
TEST_00163,0.002803061157464981
TEST_00164,0.5392279028892517
TEST_00165,0.25127989053726196
TEST_00166,0.34902119636535645
TEST_00167,0.24716970324516296
TEST_00168,0.3769718408584595
TEST_00169,0.23187300562858582
TEST_00170,0.19187626242637634
TEST_00171,0.1712265908718109
TEST_00172,0.2933668792247772
TEST_00173,0.24877166748046875
TEST_00174,0.13775062561035156
TEST_00175,0.28582558035850525
TEST_00176,0.38176029920578003
TEST_00177,0.2259337455034256
TEST_00178,0.3823135495185852
TEST_00179,0.3165808320045471
TEST_00180,0.3598988652229309
TEST_00181,0.38028573989868164
TEST_00182,0.18035829067230225
TEST_00183,0.4896368682384491
TEST_00184,0.15171661972999573
TEST_00185,0.2675964832305908
TEST_00186,0.29157698154449463
TEST_00187,0.22758303582668304
TEST_00188,0.33823299407958984
TEST_00189,0.25820809602737427
TEST_00190,0.5002491474151611
TEST_00191,0.20015588402748108
TEST_00192,0.30273109674453735
TEST_00193,0.07109428942203522
TEST_00194,0.5235569477081299
TEST_00195,0.3767085671424866
TEST_00196,0.44984444975852966
TEST_00197,0.27108824253082275
TEST_00198,0.2319301813840866
TEST_00199,0.30951744318008423
TEST_00200,0.40143197774887085
TEST_00201,0.4750517010688782
TEST_00202,0.3300839960575104
TEST_00203,0.27395206689834595
TEST_00204,0.00263784802518785
TEST_00205,0.057403404265642166
TEST_00206,0.0016012114938348532
TEST_00207,0.25856733322143555
TEST_00208,0.20800521969795227
TEST_00209,0.2736797332763672
TEST_00210,0.43653038144111633
TEST_00211,0.16302821040153503
TEST_00212,0.18519143760204315
TEST_00213,0.10054320096969604
TEST_00214,0.37759870290756226
TEST_00215,0.3336445689201355
TEST_00216,0.3461306691169739
TEST_00217,0.30967986583709717
TEST_00218,0.5277632474899292
TEST_00219,0.2097093164920807
