ID,probability
TEST_00000,0.014432986111709787
TEST_00001,0.014920647072856086
TEST_00002,0.15846077359281568
TEST_00003,0.11901005704622585
TEST_00004,0.49233322525745554
TEST_00005,0.13490982466693713
TEST_00006,0.47323481783228066
TEST_00007,0.4041265376844005
TEST_00008,0.3598437289098868
TEST_00009,0.004107628053312024
TEST_00010,0.07061325101881788
TEST_00011,0.4756227238481387
TEST_00012,0.37762585329960646
TEST_00013,0.4224283110403979
TEST_00014,0.29215778700281086
TEST_00015,0.011583682385187782
TEST_00016,0.2604744459503261
TEST_00017,0.38710659363963523
TEST_00018,0.22779139445512184
TEST_00019,0.6190120907242987
TEST_00020,0.27022465142100255
TEST_00021,0.38318895507781425
TEST_00022,0.2616519963384513
TEST_00023,0.2258266234065213
TEST_00024,0.39414113743265283
TEST_00025,0.003207379913647125
TEST_00026,0.12813886060913793
TEST_00027,0.4680554855146328
TEST_00028,0.1805547732085123
TEST_00029,0.18299403296325853
TEST_00030,0.4416684588990787
TEST_00031,0.1871202311041679
TEST_00032,0.17463148211553867
TEST_00033,0.18653910019021436
TEST_00034,0.38174765826438795
TEST_00035,0.007789662049572557
TEST_00036,0.14302351979500852
TEST_00037,0.3239563093963485
TEST_00038,0.2134417157626233
TEST_00039,0.007251056620190481
TEST_00040,0.18148320029563345
TEST_00041,0.1531271003459456
TEST_00042,0.30062676594111243
TEST_00043,0.3034463916377295
TEST_00044,0.3087690860308756
TEST_00045,0.5032026291402376
TEST_00046,0.4915854787423946
TEST_00047,0.24544675915614056
TEST_00048,0.14946276550627427
TEST_00049,0.37393566037534587
TEST_00050,0.2640967541714517
TEST_00051,0.15944158976330539
TEST_00052,0.13569996105061508
TEST_00053,0.5083607693827249
TEST_00054,0.0038367124339719733
TEST_00055,0.42273168263108496
TEST_00056,0.31257953912188513
TEST_00057,0.2203962017603943
TEST_00058,0.4907172365758912
TEST_00059,0.22703795034797514
TEST_00060,0.011395222289043645
TEST_00061,0.19299031298700253
TEST_00062,0.35486748340709345
TEST_00063,0.33409278882806875
