ID,probability
TEST_00000,0.004864237846052295
TEST_00001,0.004394128339150907
TEST_00002,0.14989708807930827
TEST_00003,0.1089830030957968
TEST_00004,0.4760861989968424
TEST_00005,0.12746313551134322
TEST_00006,0.4578958061340232
TEST_00007,0.40475375001168173
TEST_00008,0.333287345820714
TEST_00009,0.001404747612295331
TEST_00010,0.05581171332554916
TEST_00011,0.4707899615470339
TEST_00012,0.38214541019828174
TEST_00013,0.413764221619035
TEST_00014,0.3012682274536216
TEST_00015,0.0023431790239625736
TEST_00016,0.26126563917511925
TEST_00017,0.3758768744641452
TEST_00018,0.2463308487206665
TEST_00019,0.6443794493879725
TEST_00020,0.2675054951927654
TEST_00021,0.3973261377778848
TEST_00022,0.2654351879423415
TEST_00023,0.23015372085045835
TEST_00024,0.3885465923180731
TEST_00025,0.0011708211328615456
TEST_00026,0.11273684695028068
TEST_00027,0.4768293339658712
TEST_00028,0.1871651806719814
TEST_00029,0.17882683239949762
TEST_00030,0.4380598175688606
TEST_00031,0.18662940087227084
TEST_00032,0.16533057281195515
TEST_00033,0.18261041176917123
TEST_00034,0.3990797387552449
TEST_00035,0.001425901004091943
TEST_00036,0.13883499020099618
TEST_00037,0.33421801969453185
TEST_00038,0.2177061993888749
TEST_00039,0.004752280852944487
TEST_00040,0.1881117367884011
TEST_00041,0.14807461315929518
TEST_00042,0.3067451893501518
TEST_00043,0.29450899417720017
TEST_00044,0.31472538065397115
TEST_00045,0.5089205323851528
TEST_00046,0.5016647802195604
TEST_00047,0.24933751400934645
TEST_00048,0.13744276133233504
TEST_00049,0.39063918032606176
TEST_00050,0.2619903616736048
TEST_00051,0.16183506547412563
TEST_00052,0.11070897606985003
TEST_00053,0.5099496130691655
TEST_00054,0.0020741109778093484
TEST_00055,0.42363738326971245
TEST_00056,0.3047002469333398
TEST_00057,0.22351587953883958
TEST_00058,0.49796771274721047
TEST_00059,0.20575589896492982
TEST_00060,0.01613297869885201
TEST_00061,0.17951421271197007
TEST_00062,0.3370990862234609
TEST_00063,0.3406487145979001
TEST_00064,0.19013244047677857
TEST_00065,0.0028713340909561394
TEST_00066,0.271184051028887
TEST_00067,0.1992531544975091
TEST_00068,0.27594263722490736
TEST_00069,0.46614053223027857
TEST_00070,0.3752415090298318
TEST_00071,0.3411373756329506
TEST_00072,0.22595487898666314
TEST_00073,0.2546576955137372
TEST_00074,0.13774070681089393
TEST_00075,0.22622516610913843
TEST_00076,0.025610085281662896
TEST_00077,0.0032419343044563366
TEST_00078,0.12853137301774778
TEST_00079,0.2054695747656592
TEST_00080,0.34995422098649653
TEST_00081,0.0009916574382384253
TEST_00082,0.2235306491159675
TEST_00083,0.15795919109084644
TEST_00084,0.4275741532379141
TEST_00085,0.3729609116616503
TEST_00086,0.0013224740741797538
TEST_00087,0.3962854287159064
TEST_00088,0.12068678207611405
TEST_00089,0.3955064143136582
TEST_00090,0.25632362555360655
TEST_00091,0.09871579195903246
TEST_00092,0.4161589501561291
TEST_00093,0.516198471263703
TEST_00094,0.0011507925793893363
TEST_00095,0.0011603003898176516
TEST_00096,0.4609936891328257
TEST_00097,0.11454917364090211
TEST_00098,0.3579216772862872
TEST_00099,0.26691526713938124
TEST_00100,0.10383528266523219
TEST_00101,0.20189707455604847
TEST_00102,0.36669753541601685
TEST_00103,0.2736198694059741
TEST_00104,0.35491421216633906
TEST_00105,0.46948783920216264
TEST_00106,0.258567994394538
TEST_00107,0.0013312400200916283
TEST_00108,0.3366503811655912
TEST_00109,0.0007983035728579439
TEST_00110,0.40401080682964485
TEST_00111,0.41633052816989524
TEST_00112,0.03207227920134649
TEST_00113,0.36835216047241487
TEST_00114,0.22508767467539995
TEST_00115,0.4340762114676848
TEST_00116,0.014130091079808588
TEST_00117,0.46253083254525373
TEST_00118,0.3465263885241266
TEST_00119,0.14380095766617768
TEST_00120,0.0013633464855723556
TEST_00121,0.000986529563904859
TEST_00122,0.3209654853091647
TEST_00123,0.4792688696784346
TEST_00124,0.40639316915250684
TEST_00125,0.27349779264506213
TEST_00126,0.012962955078617897
TEST_00127,0.09416222639977874
TEST_00128,0.2786849931235716
TEST_00129,0.39915950835836966
TEST_00130,0.23777909293251895
TEST_00131,0.3991967570978742
TEST_00132,0.001339426895309184
TEST_00133,0.2560892405342305
TEST_00134,0.3661378677025604
TEST_00135,0.0022184361744065494
TEST_00136,0.20693186562299423
TEST_00137,0.20365466396803866
TEST_00138,0.07982021701849316
TEST_00139,0.26743238084589965
TEST_00140,0.02893888132682905
TEST_00141,0.0019191974116550964
TEST_00142,0.30452272554665055
TEST_00143,0.0013995199063119243
TEST_00144,0.13567517199129514
TEST_00145,0.4875755390890133
TEST_00146,0.194374109881852
TEST_00147,0.22199607414768915
TEST_00148,0.25687963411186115
TEST_00149,0.40643127217956226
TEST_00150,0.001279358744099919
TEST_00151,0.0014807926584264521
TEST_00152,0.4069564060810696
TEST_00153,0.3064974183886813
TEST_00154,0.038291148126859076
TEST_00155,0.24169897177597388
TEST_00156,0.38940655202081836
TEST_00157,0.3626833744816338
TEST_00158,0.43456453301867576
TEST_00159,0.3208589206779186
TEST_00160,0.4248679481745583
TEST_00161,0.4641840390963789
TEST_00162,0.3124481117373397
TEST_00163,0.00656572242116326
TEST_00164,0.519133192356814
TEST_00165,0.22688901976929435
TEST_00166,0.360655681488109
TEST_00167,0.21773060426424787
TEST_00168,0.35876034303948484
TEST_00169,0.2042896471289355
TEST_00170,0.22232785230585464
TEST_00171,0.22916095376893167
TEST_00172,0.25087028940355416
TEST_00173,0.2751770300500812
TEST_00174,0.15104306252860644
TEST_00175,0.2800916704464956
TEST_00176,0.40575642280109925
TEST_00177,0.1996247749785709
TEST_00178,0.3437223482290152
